snr_db,pe,ber,se,sinr_db,crlb_R,crlb_v,type
-3.0,0.0030815132798146915,0.2890093236754818,0.2681354902166987,-3.7184089014784667,1.4982223147250178,26.12692373613661,sweep
-3.0,0.0236199050353075,0.2724930816176339,0.36120417054359616,-2.1391795447860678,1.4982223147250178,26.12692373613661,sweep
-3.0,0.031205913380854024,0.2829637441465871,0.30135436851669417,-3.1099868298630473,1.4982223147250178,26.12692373613661,sweep
-3.0,0.02814368983512266,0.2783791501059917,0.3272272406458937,-2.672975705067699,1.4982223147250178,26.12692373613661,sweep
-3.0,0.0006703515308196173,0.27931235485465206,0.3219165132664324,-2.760347371047768,1.4982223147250178,26.12692373613661,sweep
-3.0,0.017154376448945626,0.2737125936274549,0.3540995342693001,-2.247419293331009,1.4982223147250178,26.12692373613661,sweep
-3.0,0.006316976769952262,0.28666647046766325,0.28087987269533654,-3.4780059619321313,1.4982223147250178,26.12692373613661,sweep
-3.0,0.0009061043957591216,0.2861932890966742,0.28347411121380633,-3.430179827858505,1.4982223147250178,26.12692373613661,sweep
-3.0,0.010966393741791362,0.2682952674504253,0.3858992619634365,-1.77537180994113,1.4982223147250178,26.12692373613661,sweep
-3.0,0.008438762059580962,0.28413125786644056,0.2948560698750601,-3.224510282017114,1.4982223147250178,26.12692373613661,sweep
-3.0,0.020856312236557664,0.26444243350123375,0.40886711762870676,-1.4527100453748765,1.4982223147250178,26.12692373613661,sweep
-3.0,0.019368831965124123,0.28634238196054795,0.2826559815220582,-3.4452233450068457,1.4982223147250178,26.12692373613661,sweep
-3.0,0.001508401291987998,0.3009812590476184,0.20591191021873062,-5.05281812769811,1.4982223147250178,26.12692373613661,sweep
-3.0,0.0038963214237169256,0.2729115286373923,0.35876271515929925,-2.1761860000513704,1.4982223147250178,26.12692373613661,sweep
-3.0,0.026883826784234094,0.27088808491208183,0.37060332366824134,-1.9985058210053983,1.4982223147250178,26.12692373613661,sweep
-3.0,0.020573172245122312,0.27332111986075536,0.3563766264267085,-2.2125439601840635,1.4982223147250178,26.12692373613661,sweep
-3.0,0.014263715990225991,0.2701757392870671,0.37479219135057107,-1.9367033555647382,1.4982223147250178,26.12692373613661,sweep
